device_x,device_y,cursor_pos,time,overlap,speed,cursor_size,zigzag_pos,shape_thicc
0.0,-9.294574228287708,0.0,34.58502697944641,True,0.016470116995831036,0.2,-19.764140394997252,0.25
0.0,-9.294574228287708,0.0,34.58800792694092,True,0.016470116995831036,0.2,-19.780610511993082,0.25
0.0,-9.294574228287708,0.0,34.59170985221863,True,0.016470116995831036,0.2,-19.797080628988912,0.25
0.0,-9.294574228287708,0.0,34.59468102455139,True,0.016470116995831036,0.2,-19.81355074598474,0.25
0.0,-9.294574228287708,0.0,34.5976619720459,True,0.016470116995831036,0.2,-19.83002086298057,0.25
0.0,-9.294574228287708,0.0,34.600594997406006,True,0.016470116995831036,0.2,-19.8464909799764,0.25
0.0,-9.294574228287708,0.0,34.60354685783386,True,0.016470116995831036,0.2,-19.86296109697223,0.25
0.0,-9.294574228287708,0.0,34.607242822647095,True,0.016470116995831036,0.2,-19.87943121396806,0.25
0.0,-9.294574228287708,0.0,34.61023688316345,True,0.016470116995831036,0.2,-19.89590133096389,0.25
0.0,-9.294574228287708,0.0,34.61319184303284,True,0.016470116995831036,0.2,-19.91237144795972,0.25
0.0,-9.294574228287708,0.0,34.61612391471863,True,0.016470116995831036,0.2,-19.92884156495555,0.25
0.0,-9.294574228287708,0.0,34.619060039520264,True,0.016470116995831036,0.2,-19.94531168195138,0.25
0.0,-9.294574228287708,0.0,34.62290287017822,True,0.016470116995831036,0.2,-19.96178179894721,0.25
0.0,-9.294574228287708,0.0,34.62598991394043,True,0.016470116995831036,0.2,-19.97825191594304,0.25
0.0,-9.294574228287708,0.0,34.629040002822876,True,0.016470116995831036,0.2,-19.99472203293887,0.25
0.0,-9.294574228287708,0.0,34.63208794593811,True,0.016470116995831036,0.2,-20.0111921499347,0.25
0.0,-9.294574228287708,0.0,34.63517904281616,True,0.016470116995831036,0.2,-20.02766226693053,0.25
0.0,-9.294574228287708,0.0,34.63903284072876,True,0.016470116995831036,0.2,-20.04413238392636,0.25
0.0,-9.294574228287708,0.0,34.642122983932495,True,0.016470116995831036,0.2,-20.06060250092219,0.25
0.0,-9.294574228287708,0.0,34.645232915878296,True,0.016470116995831036,0.2,-20.07707261791802,0.25
0.0,-9.294574228287708,0.0,34.648295879364014,True,0.016470116995831036,0.2,-20.09354273491385,0.25
0.0,-9.294574228287708,0.0,34.65138602256775,True,0.016470116995831036,0.2,-20.11001285190968,0.25
0.0,-9.294574228287708,0.0,34.65520691871643,True,0.016470116995831036,0.2,-20.12648296890551,0.25
0.0,-9.294574228287708,0.0,34.658291816711426,True,0.016470116995831036,0.2,-20.14295308590134,0.25
0.0,-9.294574228287708,0.0,34.661348819732666,True,0.016470116995831036,0.2,-20.15942320289717,0.25
0.0,-9.294574228287708,0.0,34.664408922195435,True,0.016470116995831036,0.2,-20.175893319893,0.25
