x,y,zig_pos,cur_pos,overlap,time
-3.0888313145367,-6.037261205685368,-1.4411352371352169,-3.0888313145367,False,3.3030240535736084
-3.0888313145367,-6.037261205685368,-1.4603503736303531,-3.0888313145367,False,3.3198139667510986
-3.0888313145367,-6.009180921007762,-1.4795655101254894,-3.0888313145367,False,3.3364150524139404
-3.0607510298590936,-6.009180921007762,-1.4987806466206257,-3.0607510298590936,False,3.3530900478363037
-3.0607510298590936,-6.009180921007762,-1.517995783115762,-3.0607510298590936,False,3.3697400093078613
-3.032670745181487,-6.009180921007762,-1.5372109196108983,-3.032670745181487,False,3.3863699436187744
-3.032670745181487,-6.009180921007762,-1.5564260561060346,-3.032670745181487,False,3.403035879135132
-3.032670745181487,-6.009180921007762,-1.5756411926011709,-3.032670745181487,False,3.419787883758545
-3.032670745181487,-6.009180921007762,-1.5948563290963071,-3.032670745181487,False,3.4364309310913086
-3.032670745181487,-6.009180921007762,-1.6140714655914434,-3.032670745181487,False,3.4531679153442383
-3.032670745181487,-6.009180921007762,-1.6332866020865797,-3.032670745181487,False,3.4696760177612305
-3.032670745181487,-6.009180921007762,-1.652501738581716,-3.032670745181487,False,3.486362934112549
-3.032670745181487,-6.009180921007762,-1.6717168750768523,-3.032670745181487,False,3.503067970275879
-3.032670745181487,-6.009180921007762,-1.6909320115719886,-3.032670745181487,False,3.519906997680664
-3.032670745181487,-6.009180921007762,-1.7101471480671249,-3.032670745181487,False,3.5365149974823
-3.032670745181487,-6.009180921007762,-1.7293622845622612,-3.032670745181487,False,3.553102970123291
-3.032670745181487,-6.009180921007762,-1.7485774210573974,-3.032670745181487,False,3.5695369243621826
-3.0888313145367,-6.009180921007762,-1.7677925575525337,-3.0888313145367,False,3.5862209796905518
-3.116911599214307,-5.981100636330156,-1.78700769404767,-3.116911599214307,False,3.603005886077881
-3.1449918838919135,-5.924940066974943,-1.8062228305428063,-3.1449918838919135,False,3.6196699142456055
-3.1730721685695196,-5.924940066974943,-1.8254379670379426,-3.1730721685695196,False,3.636590003967285
-3.1730721685695196,-5.924940066974943,-1.8446531035330789,-3.1730721685695196,False,3.6531519889831543
-3.201152453247126,-5.896859782297336,-1.8638682400282152,-3.201152453247126,False,3.669792890548706
-3.201152453247126,-5.868779497619731,-1.8830833765233514,-3.201152453247126,False,3.686492919921875
-3.229232737924732,-5.840699212942123,-1.9022985130184877,-3.229232737924732,False,3.702991008758545
-3.229232737924732,-5.812618928264518,-1.921513649513624,-3.229232737924732,False,3.719848871231079
-3.257313022602339,-5.812618928264518,-1.9407287860087603,-3.257313022602339,False,3.736496925354004
-3.257313022602339,-5.812618928264518,-1.9599439225038966,-3.257313022602339,False,3.753243923187256
-3.257313022602339,-5.812618928264518,-1.9791590589990329,-3.257313022602339,False,3.7697019577026367
-3.257313022602339,-5.812618928264518,-1.9983741954941692,-3.257313022602339,False,3.7863850593566895
-3.257313022602339,-5.812618928264518,-2.0175893319893055,-3.257313022602339,False,3.8031630516052246
